status,city,year,state,total_tract_income,total_households_with_income,percent_householdsbelow50k_of_total,total_households_income_below_50k,total_households_income_50k_and_100k,total_households_income_100k_plus,bucket_annual_income_household,median_annual_income_individual,total_housing_units,occupied_housing_units,vacant_housing_units,median_monthly_housing_costs,total_households,total_rent_burden_normal,total_rent_burden_moderate,total_rent_burden_severe,percent_rent_burden_normal,percent_rent_burden_moderate,percent_rent_burden_severe,median_gross_rent_burden,avg_household_size,total_population,total_25_and_older,total_highest_not_graduate_hs,total_highest_graduate_hs,total_highest_college_degree,percent_graduate_hs,percent_no_college_degree,percent_college_degree,total_3_to_24,total_enrolled_pre_college,total_enrolled_higher_education,total_not_enrolled,total_employable,total_employed,complete_plumbing_occupied_housing,lacking_plumbing_occupied_housing,total_all_races,total_white_non_hispanic,total_african_american,total_native_american,total_asian,total_hispanic,total_other,percent_african_american,percent_native_american,percent_hispanic,percent_urm,total_all_ages,total_0_4,total_5_17,total_18_24,total_25_39,total_40_54,total_55_64,total_65_plus,percent_0_4,percent_5_17,percent_18_24,percent_children,percent_youth,percent_elderly
underbanked,Aledo,2019,IL,2.49E+08,3378,37.30017762,1260,1309,809,122194,65874,3828,3378,450,1501,863,499,154,131,57.82155272,17.84472769,15.17960603,47.9,4.7,8183,5847,437,3697,1713,92.52608175,70.70292458,29.29707542,2051,1405,178,468,6668,4095,3378,0,8183,7744,98,2,55,183,101,1.19760479,0.02444091409,2.236343639,3.458389344,8183,440,1283,613,1237,1584,1162,1864,5.3770011,15.67884639,7.491140169,21.05584749,28.54698766,22.77893193
underbanked,Ashburnham,2019,MA,2.45E+08,2031,18.75923191,381,688,962,95625,41660,2589,2031,558,1603,173,100,21,23,57.80346821,12.13872832,13.29479769,20.5,2.98,6281,4239,109,1939,2191,97.42863883,48.31328143,51.68671857,1849,1268,257,324,4908,3647,2031,0,6281,6026,71,0,17,89,78,1.130393249,0,1.41697182,2.547365069,6281,490,1051,501,1176,1138,1096,829,7.801305525,16.7330043,7.976436873,24.53430982,32.5107467,13.19853527
underbanked,Anthony,2019,KS,9.22E+07,1499,47.49833222,712,584,203,96432,49674,2101,1499,602,1267,502,289,57,63,57.56972112,11.35458167,12.5498008,41.7,4.85,3745,2507,254,1635,618,89.86836857,75.34902274,24.65097726,1014,729,35,250,2886,1591,1497,2,3745,3464,2,49,21,170,39,0.05340453939,1.308411215,4.539385848,5.901201602,3745,318,640,280,578,539,525,865,8.491321762,17.0894526,7.476635514,25.58077437,33.05740988,23.09746328
underbanked,Fountain Hills,2019,AZ,1.48E+09,11918,27.59691223,3289,3721,4908,356453,179273,14539,11918,2621,5518,2531,1454,513,363,57.44764915,20.26866851,14.34215725,109.2,8.35,24729,21340,669,8000,12671,96.86504217,40.62324274,59.37675726,3045,2126,239,680,22432,11727,11752,166,24729,22545,89,62,617,963,453,0.3599013304,0.2507177807,3.894213272,4.504832383,24729,552,2067,770,2398,4516,5030,9396,2.232197016,8.358607303,3.113753083,10.59080432,13.7045574,37.99587529
underbanked,Adrian,2019,MN,9.84E+07,1248,41.18589744,514,474,260,59554,30091,1384,1248,136,688,208,119,16,40,57.21153846,7.692307692,19.23076923,22.1,2.47,3111,2079,142,1353,584,93.16979317,71.90957191,28.09042809,889,584,82,223,2460,1679,1247,1,3111,2847,7,13,49,134,61,0.225008036,0.4178720669,4.307296689,4.950176792,3111,218,517,297,482,574,452,571,7.007393121,16.61845066,9.546769527,23.62584378,33.17261331,18.35422694
underbanked,Bradley,2019,ME,1.26E+08,1955,42.35294118,828,738,389,54774,28876,2293,1955,338,901,422,241,84,55,57.10900474,19.90521327,13.03317536,19.8,2.41,4706,3493,156,2097,1240,95.53392499,64.50042943,35.49957057,960,644,56,260,3926,2660,1952,3,4706,4494,0,120,5,53,34,0,2.549936252,1.126221844,3.676158096,4706,408,499,306,1261,917,649,666,8.669783255,10.60348491,6.502337442,19.27326817,25.77560561,14.1521462
underbanked,Hillsboro,2019,TN,1.26E+08,1798,51.0567297,918,632,248,49421,26187,1964,1798,166,645,391,221,53,64,56.52173913,13.55498721,16.36828645,25.1,2.72,4910,3401,676,2056,669,80.12349309,80.32931491,19.67068509,1326,863,32,431,3887,2356,1753,45,4910,4390,6,0,11,111,392,0.1221995927,0,2.260692464,2.382892057,4910,336,830,343,1030,978,605,788,6.843177189,16.90427699,6.985743381,23.74745418,30.73319756,16.04887984
underbanked,Bourbonnais,2019,IL,9.09E+08,9702,33.65285508,3265,2895,3542,374933,158650,10805,9702,1103,5852,2690,1518,591,545,56.43122677,21.97026022,20.26022305,121.6,13.48,28893,17742,984,9262,7496,94.45383835,57.74997182,42.25002818,10189,5092,3127,1970,23361,15047,9702,0,28893,22938,2707,0,609,1764,875,9.369051327,0,6.105285017,15.47433634,28893,1522,4698,4931,4886,5433,3475,3948,5.267711903,16.25999377,17.06641747,21.52770567,38.59412314,13.66420932
underbanked,Bakers Mills,2019,NY,6.05E+07,1004,52.68924303,529,298,177,47750,24726,1934,1004,930,798,203,114,43,9,56.15763547,21.18226601,4.433497537,24.2,2.24,2333,1776,206,960,610,88.4009009,65.65315315,34.34684685,492,322,60,110,1984,992,1004,0,2333,2210,10,0,17,5,91,0.4286326618,0,0.2143163309,0.6429489927,2333,98,295,164,260,350,573,593,4.200600086,12.64466352,7.029575654,16.84526361,23.87483926,25.41791685
underbanked,Hancock,2019,NH,9.00E+07,781,29.0653009,227,257,297,69609,38005,932,781,151,1301,98,55,14,20,56.12244898,14.28571429,20.40816327,26,2.24,1747,1391,29,466,896,97.91516894,35.58590942,64.41409058,332,253,9,70,1513,985,781,0,1747,1652,5,0,5,49,36,0.2862049227,0,2.804808243,3.091013165,1747,40,225,91,113,373,353,552,2.289639382,12.87922152,5.208929594,15.1688609,20.3777905,31.59702347
underbanked,Arlington,2019,VT,8.91E+07,1057,38.69441816,409,426,222,60493,32972,1398,1057,341,1211,229,127,62,15,55.45851528,27.07423581,6.550218341,21.6,2.52,2662,1987,140,984,863,92.95420232,56.56768998,43.43231002,599,481,10,108,2114,1258,1046,11,2662,2505,0,0,81,59,17,0,0,2.216378663,2.216378663,2662,173,439,63,472,525,407,583,6.498873028,16.49135988,2.366641623,22.99023291,25.35687453,21.90082645
underbanked,Bath,2019,NY,3.09E+08,5192,58.93682589,3060,1442,690,120525,70497,6046,5192,854,1987,1933,1072,445,268,55.45783756,23.02121055,13.86445939,90.3,6.51,12029,8856,1176,5211,2469,86.72086721,72.12059621,27.87940379,2839,1922,110,807,9922,4931,5192,0,12029,10950,526,34,104,209,206,4.372765816,0.2826502619,1.737467786,6.392883864,12029,520,1795,858,1998,2194,2190,2474,4.322886358,14.92227118,7.132762491,19.24515754,26.37792003,20.56696317
underbanked,Buchanan,2019,VA,1.27E+08,1774,40.52987599,719,712,343,60119,30751,2158,1774,384,749,368,204,37,9,55.43478261,10.05434783,2.445652174,19.5,2.45,4346,3120,437,1910,773,85.99358974,75.22435897,24.77564103,1144,768,119,257,3559,2193,1762,12,4346,4069,114,13,0,11,139,2.623101703,0.2991256328,0.2531063046,3.17533364,4346,207,666,353,605,877,734,904,4.76300046,15.32443626,8.122411413,20.08743672,28.20984814,20.80073631
underbanked,Milton,2019,NY,1.42E+08,1670,35.4491018,592,535,543,73068,36829,1871,1670,201,1233,602,330,123,134,54.81727575,20.43189369,22.25913621,28.2,2.34,3909,3048,130,1485,1433,95.73490814,52.9855643,47.0144357,756,497,76,183,3363,2126,1652,18,3909,3392,93,0,0,327,97,2.379125096,0,8.365310821,10.74443592,3909,206,468,187,892,705,688,763,5.269889997,11.97237145,4.783832182,17.24226145,22.02609363,19.51905858
underbanked,Ashburn,2019,VA,3.74E+09,22644,12.1533298,2752,4706,15186,1791215,833832,23474,22644,830,29964,6310,3455,1451,1055,54.75435816,22.99524564,16.71949287,339.7,37.25,65967,43034,1650,10713,30671,96.16582237,28.72844727,71.27155273,20856,15513,2358,2985,49909,36974,22571,73,65967,36466,4803,146,14658,5237,4657,7.280913184,0.2213227826,7.938817894,15.44105386,65967,4211,13977,4745,13607,15595,6450,7382,6.383494778,21.18786666,7.192990435,27.57136144,34.76435187,11.19044371
underbanked,La Valle,2019,WI,1.45E+08,1827,36.12479475,660,679,488,64519,31963,2689,1827,862,980,273,149,21,44,54.57875458,7.692307692,16.11721612,22.3,2.61,4842,3447,316,2069,1062,90.83260806,69.19060052,30.80939948,1264,897,73,294,3858,2442,1776,51,4842,4632,11,0,6,30,163,0.2271788517,0,0.6195786865,0.8467575382,4842,246,864,285,836,836,771,1004,5.080545229,17.84386617,5.885997522,22.9244114,28.81040892,20.73523337
underbanked,Sandy Springs,2019,GA,2.84E+09,23687,30.53995863,7234,8196,8257,917060,465387,25854,23687,2167,16303,13528,7380,3181,2640,54.55351863,23.51419279,19.51507983,261.6,23.8,55045,38263,2634,10326,25303,93.11606513,33.87084128,66.12915872,14544,9098,2163,3283,44892,33698,23669,18,55045,27703,12793,1427,2993,6872,3257,23.24098465,2.59242438,12.484331,38.31774003,55045,3506,7988,5288,16223,10487,6139,5414,6.369334181,14.5117631,9.606685439,20.88109728,30.48778272,9.835589063
underbanked,Cedar Springs,2019,MI,2.96E+08,3991,41.39313455,1652,1251,1088,126307,64340,4263,3991,272,1874,671,366,159,130,54.54545455,23.69597615,19.37406855,63,5.3,10643,6992,523,4339,2130,92.52002288,69.53661327,30.46338673,3043,2095,207,741,8202,5622,3991,0,10643,9769,119,0,83,304,368,1.118105797,0,2.856337499,3.974443296,10643,906,1895,850,2240,2215,1254,1283,8.512637414,17.80513013,7.98646998,26.31776755,34.30423753,12.05487175
underbanked,Beryl,2019,UT,1.11E+08,1291,42.29279628,546,432,313,58887,25365,1596,1291,305,848,235,128,7,82,54.46808511,2.978723404,34.89361702,26.3,3.16,4096,2511,334,1376,801,86.69852648,68.10035842,31.89964158,1442,1135,17,290,2813,1587,1291,0,4096,3270,0,65,71,263,427,0,1.586914063,6.420898438,8.0078125,4096,476,927,182,851,561,551,548,11.62109375,22.63183594,4.443359375,34.25292969,38.69628906,13.37890625
underbanked,Chester Township,2019,PA,3.02E+07,595,70.58823529,420,111,64,34097,24575,674,595,79,691,393,214,63,110,54.45292621,16.03053435,27.98982188,28.8,2.09,1245,848,122,575,151,85.61320755,82.19339623,17.80660377,370,301,37,32,1003,609,595,0,1245,145,1004,0,0,17,79,80.64257028,0,1.365461847,82.00803213,1245,52,268,77,213,214,217,204,4.176706827,21.52610442,6.184738956,25.70281124,31.8875502,16.38554217
underbanked,Ambler,2019,PA,9.91E+08,6967,24.75958088,1725,1896,3346,526315,238605,7118,6967,151,7556,2337,1272,653,362,54.42875481,27.94180573,15.48994437,127.3,12.58,18473,13103,636,4408,8059,95.14614974,38.49500114,61.50499886,4841,3635,578,628,14855,10604,6931,36,18473,13934,1188,26,1432,1164,729,6.431007416,0.1407459536,6.301088074,12.87284144,18473,913,3304,1153,3471,3950,2729,2953,4.942348292,17.88556271,6.24154171,22.82791101,29.06945271,15.98549234
underbanked,Fargo,2019,ND,3.21E+09,43221,49.47826288,21385,13045,8791,1230408,691282,47480,43221,4259,19541,24130,12989,5305,5188,53.82925818,21.98508081,21.50020721,679.7,48.53,95399,59753,4055,25753,29945,93.21372985,49.8853614,50.1146386,32008,12875,10668,8465,78929,56994,42944,277,95399,76864,7543,1454,3707,2247,3584,7.906791476,1.524124991,2.355370601,11.78628707,95399,6072,12153,17421,22931,14046,10329,12447,6.364846592,12.73912724,18.26119771,19.10397384,37.36517154,13.04730658
underbanked,Farmington,2019,AR,3.54E+08,4611,45.49989156,2098,1209,1304,54295,31912,4929,4611,318,947,2076,1114,366,494,53.66088632,17.6300578,23.79576108,27.6,2.45,11279,6982,642,3041,3299,90.80492696,52.74992839,47.25007161,3731,1639,1315,777,9184,6750,4611,0,11279,8541,625,158,610,171,1174,5.541271389,1.400833407,1.516091852,8.458196649,11279,869,1446,1982,3091,1532,1065,1294,7.70458374,12.82028549,17.57247983,20.52486923,38.09734906,11.47264828
underbanked,Belton,2019,MO,7.32E+08,9315,36.45732689,3396,3642,2277,334620,162174,10028,9315,713,5261,2900,1537,721,574,53,24.86206897,19.79310345,130.2,13.17,24369,16398,1606,9917,4875,90.2061227,70.27076473,29.72923527,7252,5141,168,1943,18801,12714,9313,2,24369,20310,886,130,212,1637,1194,3.635766753,0.5334646477,6.717550987,10.88678239,24369,1237,4862,1872,4786,4561,3054,3997,5.076121302,19.95157782,7.681890927,25.02769913,32.70959005,16.40198613
underbanked,Centreville,2019,VA,2.98E+09,21135,15.62810504,3303,5407,12425,1759773,731040,22124,21135,989,30570,6367,3372,1338,1236,52.96057798,21.01460657,19.4125962,338.6,42.46,64648,43206,2954,12856,27396,93.16298662,36.59213998,63.40786002,19043,12442,2945,3656,50658,38847,21100,35,64648,28913,5494,152,18954,6195,4940,8.498329415,0.2351194159,9.582663037,18.31611187,64648,4263,11301,5878,14794,14500,8184,5728,6.594171513,17.48081921,9.092315308,24.07499072,33.16730603,8.860289568
underbanked,Bismarck,2019,AR,1.27E+08,2354,56.71197961,1335,819,200,45996,22181,2790,2354,436,648,237,124,86,10,52.32067511,36.28691983,4.219409283,29.2,2.63,6202,4430,700,2728,1002,84.1986456,77.38148984,22.61851016,1648,1369,88,191,5018,2612,2342,12,6202,5544,276,0,9,161,212,4.450177362,0,2.595936795,7.046114157,6202,227,1250,295,1173,1132,917,1208,3.660109642,20.15478878,4.756530152,23.81489842,28.57142857,19.47758787
underbanked,Argos,2019,IN,1.20E+08,1799,42.63479711,767,682,350,57083,28259,1996,1799,197,825,390,203,52,52,52.05128205,13.33333333,13.33333333,23,2.81,5051,3250,383,2198,669,88.21538462,79.41538462,20.58461538,1635,1158,55,422,3813,2581,1799,0,5051,4844,36,0,24,78,69,0.7127301524,0,1.544248664,2.256978816,5051,266,1120,415,775,1047,695,733,5.266283904,22.17382696,8.216194813,27.44011087,35.65630568,14.51197783
underbanked,Castaic,2019,CA,8.52E+08,5745,12.44560487,715,1494,3536,599178,241006,5881,5745,136,12049,529,275,131,93,51.98487713,24.7637051,17.58034026,138,17.52,25197,16938,2856,7865,6217,83.13850514,63.29554847,36.70445153,7518,4793,1191,1534,20637,10509,5745,0,25197,11053,1779,519,2092,5881,3873,7.060364329,2.05976902,23.34008017,32.46021352,25197,1260,3943,3056,6090,5385,3479,1984,5.000595309,15.64868834,12.12842799,20.64928364,32.77771163,7.873953248
underbanked,Caro,2019,MI,2.37E+08,3987,55.02884374,2194,1157,636,86524,47755,4469,3987,482,1387,995,517,176,199,51.95979899,17.68844221,20,52.4,4.52,9331,6716,851,4281,1584,87.32876712,76.41453246,23.58546754,2364,1612,179,573,7653,4169,3969,18,9331,8781,56,31,0,297,166,0.6001500375,0.3322259136,3.182938592,4.115314543,9331,420,1518,677,1523,1820,1394,1979,4.501125281,16.2683528,7.255385275,20.76947808,28.02486336,21.20887365
underbanked,Akron,2019,CO,1.36E+08,2087,49.9281265,1042,648,397,102327,58771,2373,2087,286,1303,691,359,72,100,51.9536903,10.41968162,14.47178003,44.1,4.38,4868,3390,275,2249,866,91.8879056,74.45427729,25.54572271,1300,902,41,357,3904,2341,2077,10,4868,4232,63,6,29,409,129,1.294165982,0.123253903,8.401807724,9.819227609,4868,253,858,367,865,807,741,977,5.197206245,17.62530813,7.539030403,22.82251438,30.36154478,20.06984388
underbanked,Harrisburg,2019,PA,4.91E+09,63378,42.34276878,26836,21010,15532,2009587,1132533,70770,63378,7392,36151,26615,13797,5681,6061,51.83918843,21.34510614,22.77287244,1011,83.69,155163,105877,11299,52075,42503,89.3281827,59.85624829,40.14375171,42769,27494,4018,11257,122908,81431,63169,209,155163,81988,45135,397,8947,8755,9941,29.08876472,0.2558599666,5.64245342,34.9870781,155163,10592,25497,13197,32362,28958,20213,24344,6.826369689,16.4323969,8.505249318,23.25876659,31.76401591,15.68930737
underbanked,Montague,2019,MI,1.51E+08,2144,38.19962687,819,942,383,125625,60627,2674,2144,530,1532,435,225,119,47,51.72413793,27.35632184,10.8045977,55.7,5.06,5349,3806,210,2263,1333,94.48239622,64.97635313,35.02364687,1389,1011,49,329,4292,2394,2125,19,5349,4751,45,81,0,357,115,0.8412787437,1.514301739,6.6741447,9.029725182,5349,309,927,307,896,944,789,1177,5.776780707,17.33034212,5.73939054,23.10712283,28.84651337,22.00411292
underbanked,Fairbanks,2019,AK,2.52E+09,24698,31.05919508,7671,8090,8937,1012650,520979,30692,24698,5994,16993,9081,4681,2027,1640,51.54718643,22.32133025,18.05968506,376.1,34.2,62931,42461,2478,22327,17656,94.16405643,58.41831328,41.58168672,17940,9976,2668,5296,50564,35218,22544,2154,62931,43295,1966,6315,2372,2686,6297,3.124056506,10.03480002,4.268166722,17.42702325,62931,4271,9352,6847,14725,11247,8637,7852,6.786798239,14.86072047,10.88017035,21.64751871,32.52768906,12.47715752
underbanked,Carriere,2019,MS,5.89E+08,8367,42.94251225,3593,2708,2066,176338,83135,10021,8367,1654,2449,1211,623,136,213,51.44508671,11.23038811,17.58876961,91.8,8.24,22818,15499,2172,8425,4902,85.98619266,68.37215304,31.62784696,6597,4446,685,1466,17853,9971,8307,60,22818,20220,1351,315,120,448,364,5.920764309,1.380489088,1.963362258,9.264615654,22818,1363,4103,1853,3757,4589,3033,4120,5.973354369,17.98141818,8.120781839,23.95477255,32.07555439,18.05592076
underbanked,Adel,2019,IA,3.88E+08,3628,28.58324146,1037,1042,1549,170085,87150,3805,3628,177,2317,639,328,157,97,51.33020344,24.56964006,15.1799687,48.9,5.19,9433,6145,216,2815,3114,96.48494711,49.32465419,50.67534581,2845,2153,139,553,6934,5152,3625,3,9433,8953,46,36,121,99,178,0.4876497403,0.3816389272,1.04950705,1.918795717,9433,746,1981,561,1854,1796,1136,1359,7.908406657,21.00074208,5.947206615,28.90914873,34.85635535,14.4068695
underbanked,Fort Payne,2019,AL,4.73E+08,7944,57.1878147,4543,2255,1146,227853,120204,9423,7944,1479,3372,2182,1118,462,280,51.23739688,21.17323556,12.83226398,107.5,13.91,22082,14430,3745,6840,3845,74.04712405,73.35412335,26.64587665,6784,4457,584,1743,16970,9988,7941,3,22082,17765,324,238,17,1133,2605,1.467258401,1.077800924,5.130875826,7.675935151,22082,1430,4254,1968,4214,4275,2670,3271,6.475862694,19.26455937,8.91223621,25.74042206,34.65265827,14.81296984
underbanked,Andover,2019,MA,2.45E+09,12801,16.27997813,2084,2376,8341,1065811,418549,13114,12801,313,16691,2389,1218,513,398,50.98367518,21.47341984,16.65969025,171.4,19.05,35816,24143,675,4175,19293,97.20415856,20.08863853,79.91136147,10798,7850,1794,1154,28382,19303,12785,16,35816,27139,958,25,5275,1467,952,2.67478222,0.06980120616,4.095934778,6.840518204,35816,1717,6961,2995,4776,8775,5302,5290,4.793946839,19.43544784,8.362184499,24.22939468,32.59157918,14.76993522
underbanked,Aberdeen,2019,WA,7.12E+08,10422,49.65457686,5175,3335,1912,308743,144483,13011,10422,2589,4837,3902,1986,843,803,50.89697591,21.60430548,20.57919016,183.9,15.29,29114,20690,2193,13380,5117,89.40067666,75.26824553,24.73175447,7442,4826,555,2061,23596,11341,10386,36,29114,22166,720,1042,331,3171,1684,2.473037027,3.579034142,10.89166724,16.94373841,29114,1802,4405,2217,5865,5921,4027,4877,6.189462114,15.13017792,7.614893179,21.31964004,28.93453321,16.75139108
underbanked,Highland,2019,UT,5.10E+08,2823,9.91852639,280,623,1920,279571,67920,3061,2823,238,3924,291,148,49,22,50.85910653,16.83848797,7.560137457,48.4,8.33,11737,5798,95,1692,4011,98.36150397,30.82097275,69.17902725,5617,4207,557,853,7965,5192,2813,10,11737,10894,83,39,197,150,374,0.7071653745,0.3322825253,1.278009713,2.317457613,11737,632,3927,1380,1187,2530,1035,1046,5.384680924,33.45829428,11.75768936,38.84297521,50.60066457,8.911987731
underbanked,Altha,2019,FL,6.27E+07,745,53.95973154,402,217,126,44917,26809,1054,745,309,583,140,71,16,21,50.71428571,11.42857143,15,23.4,3,2232,1462,171,806,485,88.30369357,66.82626539,33.17373461,689,404,122,163,1740,969,743,2,2232,2147,30,18,0,10,27,1.344086022,0.8064516129,0.4480286738,2.598566308,2232,188,399,183,392,314,369,387,8.422939068,17.87634409,8.198924731,26.29928315,34.49820789,17.33870968
underbanked,Ariton,2019,AL,8.17E+07,1347,48.99777283,660,469,218,51250,26395,1895,1347,548,535,223,113,24,46,50.67264574,10.76233184,20.62780269,21.3,2.48,3335,2443,413,1495,535,83.09455587,78.10069587,21.89930413,752,552,62,138,2738,1381,1339,8,3335,2880,195,0,0,57,203,5.847076462,0,1.709145427,7.556221889,3335,171,507,214,545,656,494,748,5.127436282,15.2023988,6.416791604,20.32983508,26.74662669,22.42878561
underbanked,Athena,2019,OR,1.01E+08,1169,31.99315654,374,448,347,70492,34254,1270,1169,101,788,214,108,34,33,50.46728972,15.88785047,15.42056075,24.3,2.63,3089,2144,174,1178,792,91.88432836,63.05970149,36.94029851,898,646,22,230,2501,1415,1169,0,3089,2808,11,109,37,14,110,0.3561022985,3.528650049,0.4532211072,4.337973454,3089,128,598,219,373,678,366,727,4.143735837,19.35901586,7.089673033,23.5027517,30.59242473,23.53512464
underbanked,Cheraw,2019,CO,5.35E+07,706,49.2917847,348,223,135,51136,26674,800,706,94,581,141,71,37,23,50.35460993,26.24113475,16.31205674,28.7,2.22,1608,1118,104,626,388,90.69767442,65.29516995,34.70483005,435,318,14,103,1327,741,706,0,1608,1302,9,23,0,234,40,0.5597014925,1.430348259,14.55223881,16.54228856,1608,103,269,118,219,232,297,370,6.405472637,16.72885572,7.338308458,23.13432836,30.47263682,23.00995025
underbanked,Boscobel,2019,WI,1.04E+08,1694,52.0661157,882,569,243,46838,26416,1922,1694,228,604,469,235,96,91,50.10660981,20.46908316,19.40298507,28.4,2.21,4257,3209,447,1815,947,86.07042692,70.48924899,29.51075101,963,652,52,259,3586,2057,1694,0,4257,3839,279,20,9,70,40,6.553911205,0.4698144233,1.644350482,8.66807611,4257,196,582,270,807,964,646,792,4.604181348,13.67159972,6.342494715,18.27578107,24.61827578,18.60465116
underbanked,Biglerville,2019,PA,2.52E+08,3003,32.16783217,966,1207,830,139397,64116,3259,3003,256,2018,549,275,132,59,50.09107468,24.04371585,10.74681239,45.3,5.3,8053,5554,781,3227,1546,85.93806266,72.16420598,27.83579402,2205,1336,212,657,6577,4554,3003,0,8053,6541,117,0,45,693,657,1.452874705,0,8.605488638,10.05836334,8053,427,1292,780,1367,1624,1172,1391,5.302371787,16.04371042,9.685831367,21.34608221,31.03191357,17.27306594
underbanked,Centerville,2019,PA,1.95E+08,2954,47.1563981,1393,1011,550,114732,55520,3405,2954,451,1350,525,261,51,37,49.71428571,9.714285714,7.047619048,41.2,4.81,7119,5006,394,3147,1465,92.12944467,70.73511786,29.26488214,1843,1111,107,625,5816,3514,2913,41,7119,6811,71,4,5,46,182,0.9973310858,0.05618766681,0.6461581683,1.699676921,7119,384,1059,670,1048,1393,1158,1407,5.394016013,14.87568479,9.41143419,20.2697008,29.68113499,19.7640118
underbanked,Boswell,2019,PA,1.43E+08,2405,51.47609148,1238,820,347,49066,25142,2899,2405,494,669,482,238,118,57,49.37759336,24.4813278,11.82572614,26.5,2.49,6006,4230,421,2768,1041,90.04728132,75.39007092,24.60992908,1499,847,83,569,4798,2808,2405,0,6006,5866,10,2,29,32,67,0.1665001665,0.0333000333,0.5328005328,0.7326007326,6006,474,858,444,1059,1015,1065,1091,7.892107892,14.28571429,7.392607393,22.17782218,29.57042957,18.16516817
underbanked,Edgerton,2019,MN,5.71E+07,766,42.55874674,326,268,172,61136,29784,855,766,89,758,142,70,37,22,49.29577465,26.05633803,15.49295775,25.4,2.45,1931,1269,169,635,465,86.68242711,63.356974,36.643026,586,445,34,107,1436,909,763,3,1931,1810,3,8,4,84,22,0.1553599171,0.4142931124,4.35007768,4.919730709,1931,134,402,126,274,301,239,455,6.939409632,20.8182289,6.52511652,27.75763853,34.28275505,23.56292077
underbanked,Montecito,2019,CA,3.46E+08,1453,19.339298,281,247,925,153958,75125,2004,1453,551,2538,652,321,113,202,49.23312883,17.33128834,30.98159509,29.2,2.06,3014,2278,27,588,1663,98.81474978,26.99736611,73.00263389,629,421,76,132,2501,1154,1444,9,3014,2741,46,0,17,70,140,1.526211015,0,2.322495023,3.848706038,3014,147,378,211,279,452,323,1224,4.877239549,12.54147313,7.00066357,17.41871267,24.41937624,40.61048441
underbanked,La Porte,2019,IN,1.12E+09,16085,48.78458191,7847,4795,3443,491535,263160,18010,16085,1925,7404,4466,2185,1163,787,48.92521272,26.04120018,17.62203314,287.4,21.11,42841,30083,3939,18235,7909,86.90622611,73.70940398,26.29059602,11348,7426,779,3143,34725,18712,15968,117,42841,35828,2380,155,250,1760,2468,5.555425877,0.3618029458,4.108214094,10.02544292,42841,2382,6588,3788,9077,8352,5751,6903,5.560094302,15.3777923,8.841997152,20.9378866,29.77988376,16.11306926
underbanked,Angier,2019,NC,2.99E+08,4400,47.56818182,2093,1530,777,206353,122461,4674,4400,274,3787,1254,612,294,237,48.80382775,23.44497608,18.89952153,114.7,10.64,11853,7971,1043,4422,2506,86.91506712,68.56103375,31.43896625,3420,2424,292,704,9142,5588,4390,10,11853,7162,1634,60,25,997,1975,13.78553953,0.5062009618,8.411372648,22.70311314,11853,829,2133,920,2456,2446,1358,1711,6.994009955,17.99544419,7.761748081,24.98945415,32.75120223,14.43516409
underbanked,Roswell,2019,GA,4.97E+09,34877,24.25667345,8460,8398,18019,1750896,783265,36964,34877,2087,26811,9577,4673,2729,1816,48.79398559,28.49535345,18.96209669,452.8,44.02,95573,65511,4275,17865,43371,93.47437835,33.79585108,66.20414892,26218,19870,2015,4333,74528,51971,34873,4,95573,63110,12051,201,4077,10839,5295,12.60920971,0.2103104433,11.34106913,24.16058929,95573,6665,17280,6117,17780,21721,12918,13092,6.973726889,18.0804202,6.400343193,25.05414709,31.45449028,13.69842947
underbanked,Lakeway,2019,TX,5.73E+08,3617,13.10478297,474,992,2151,240793,111699,4058,3617,441,4013,525,255,131,124,48.57142857,24.95238095,23.61904762,54.4,4.8,8759,6728,66,2025,4637,99.01902497,31.07907253,68.92092747,1780,1486,110,184,7198,4364,3602,15,8759,7505,225,16,136,723,154,2.568786391,0.1826692545,8.254366937,11.00582258,8759,348,1466,217,965,2066,1476,2221,3.973056285,16.73707044,2.477451764,20.71012673,23.18757849,25.35677589
